id_trx;no_invoice;total_berat;ongkos_kirim;total_harga;total_harga_beli;kode_user;alamat_penerima;tgl_kirim;id_ekspedisi;jenis_pengiriman;tgl_trx
7750;INV-100007750;1622;54000;5379000;4930000;60985;Jalan G No. 88, Kel Sukorejo, Kec Kunir, Kab Kabupaten Lumajang Jawa Timur, 67383;25/02/2021 14.47;5;REG;24/02/2021 10.06
7752;INV-100007752;1060;54000;3377000;3070000;127734;Jalan U No. 44, Kel Gerongan, Kec Maron, Kab Kabupaten Probolinggo Jawa Timur, 67276;25/02/2021 09.29;1;REG;24/02/2021 07.05
7754;INV-100007754;2752;63000;484000;440000;131230;Jalan P No. 75, Kel Krandegan, Kec Puring, Kab Kabupaten Kebumen Jawa Tengah, 54383;26/02/2021 11.46;5;REG;25/02/2021 16.03
7756;INV-100007756;4332;105000;2332000;2160000;84409;Jalan Z No. 93, Kel Rejosari, Kec Bansari, Kab Kabupaten Temanggung Jawa Tengah, 56265;26/02/2021 12.21;6;REG;25/02/2021 04.08
7758;INV-100007758;895;21000;2827000;2590000;169212;Jalan H No. 29, Kel Sambi Rejo, Kec Prambanan, Kab Kabupaten Sleman DI Yogyakarta, 55572;26/02/2021 09.30;5;REG;25/02/2021 12.59
7760;INV-100007760;1546;42000;726550;660500;112539;Jalan E No. 26, Kel Weleri, Kec Weleri, Kab Kabupaten Kendal Jawa Tengah, 51355;26/02/2021 09.58;5;REG;25/02/2021 12.03
7762;INV-100007762;757;27000;3642375;3312500;133738;Jalan O No. 131, Kel Panggung Asri, Kec Panggungrejo, Kab Kabupaten Blitar Jawa Timur, 66174;26/02/2021 13.56;3;REG;25/02/2021 11.32
7764;INV-100007764;2380;63000;2194500;1995000;46617;Jalan O No. 62, Kel Pasawahan, Kec Susukan Lebak, Kab Kabupaten Cirebon Jawa Barat, 45185;27/02/2021 12.05;1;REG;26/02/2021 06.19
7766;INV-100007766;1293;54000;2838000;2580000;98450;Jalan F No. 108, Kel Wonosari, Kec Gondang Wetan, Kab Kabupaten Pasuruan Jawa Timur, 67174;27/02/2021 13.09;2;REG;26/02/2021 10.52
7768;INV-100007768;1938;42000;2964500;2770000;187795;Jalan K No. 105, Kel Muncangela, Kec Cipicung, Kab Kabupaten Kuningan Jawa Barat, 45592;27/02/2021 09.37;2;REG;26/02/2021 09.29
7770;INV-100007770;1519;42000;2893275;2632500;194208;Jalan W No. 59, Kel Gandasari, Kec Cikarang Barat, Kab Kabupaten Bekasi Jawa Barat, 17530;27/02/2021 11.10;6;REG;26/02/2021 18.13
7772;INV-100007772;740;27000;2090000;1900000;56496;Jalan L No. 33, Kel Purwoasri, Kec Purwoasri, Kab Kabupaten Kediri Jawa Timur, 64154;27/02/2021 12.43;2;REG;26/02/2021 14.44
7774;INV-100007774;8320;189000;2464000;2330000;89591;Jalan D No. 121, Kel Pagerpelah, Kec Karangkobar, Kab Kabupaten Banjarnegara Jawa Tengah, 53453;27/02/2021 09.55;1;REG;26/02/2021 08.31
7776;INV-100007776;1777;42000;2728000;2480000;204258;Jalan R No. 80, Kel Sukapancar, Kec Sukaresik, Kab Kabupaten Tasikmalaya Jawa Barat, 46418;27/02/2021 11.05;2;REG;26/02/2021 06.46
7778;INV-100007778;1294;42000;5531350;5118500;265025;Jalan C No. 105, Kel Wonosobo Barat, Kec Wonosobo, Kab Kabupaten Wonosobo Jawa Tengah, 56311;28/02/2021 10.26;2;REG;27/02/2021 13.33
7780;INV-100007780;4640;105000;1732500;1700000;186227;Jalan P No. 98, Kel Ciketing Udik, Kec Bantar Gebang, Kab Kota Bekasi Jawa Barat, 17153;28/02/2021 13.16;6;REG;27/02/2021 20.53
7782;INV-100007782;272;21000;1449800;1318000;125521;Jalan O No. 122, Kel Jogoyitnan, Kec Wonosobo, Kab Kabupaten Wonosobo Jawa Tengah, 56315;28/02/2021 10.14;6;REG;27/02/2021 08.48
7784;INV-100007784;1310;54000;5054500;4820000;5760;Jalan O No. 82, Kel Pademawu Timur, Kec Pademawu, Kab Kabupaten Pamekasan Jawa Timur, 69323;28/02/2021 13.13;1;REG;27/02/2021 22.29
7786;INV-100007786;3032;108000;2079000;2020000;149966;Jalan W No. 26, Kel Sawiji, Kec Jogoroto, Kab Kabupaten Jombang Jawa Timur, 61485;28/02/2021 12.02;3;REG;27/02/2021 10.57
7788;INV-100007788;782;21000;1507000;1370000;248229;Jalan B No. 105, Kel Pasirpanjang, Kec Ciracap, Kab Kabupaten Sukabumi Jawa Barat, 43176;28/02/2021 09.38;3;REG;27/02/2021 05.17
7790;INV-100007790;1799;54000;3154250;3035000;202420;Jalan Y No. 38, Kel Pomahan Janggan, Kec Turi, Kab Kabupaten Lamongan Jawa Timur, 62252;02/03/2021 13.03;3;REG;01/03/2021 16.05
7792;INV-100007792;5917;126000;4713500;4285000;100426;Jalan J No. 142, Kel Peniron, Kec Pejagoan, Kab Kabupaten Kebumen Jawa Tengah, 54361;02/03/2021 13.05;3;REG;01/03/2021 03.58
7794;INV-100007794;1203;42000;3324200;3022000;190591;Jalan C No. 132, Kel Blimbing Wuluh, Kec Siwalan, Kab Kabupaten Pekalongan Jawa Tengah, 51137;02/03/2021 13.16;2;REG;01/03/2021 00.54
7796;INV-100007796;273;21000;2431550;2210500;203993;Jalan V No. 114, Kel Ketangi, Kec Kaliangkrik, Kab Kabupaten Magelang Jawa Tengah, 56153;02/03/2021 14.14;4;REG;01/03/2021 14.19
7798;INV-100007798;804;21000;3441900;3169000;107418;Jalan W No. 149, Kel Puteran, Kec Cikalong Wetan, Kab Kabupaten Bandung Barat Jawa Barat, 40556;02/03/2021 12.26;1;REG;01/03/2021 16.50
7800;INV-100007800;790;27000;4928000;4960000;24807;Jalan M No. 137, Kel Bedilan, Kec Gresik, Kab Kabupaten Gresik Jawa Timur, 61114;02/03/2021 10.21;3;REG;01/03/2021 04.30
7802;INV-100007802;437;27000;4295500;4230000;165916;Jalan A No. 149, Kel Purwodadi, Kec Ringinrejo, Kab Kabupaten Kediri Jawa Timur, 64176;02/03/2021 16.26;6;REG;01/03/2021 03.15
7804;INV-100007804;2923;63000;715000;650000;64764;Jalan X No. 121, Kel Tohkuning, Kec Karangpandan, Kab Kabupaten Karanganyar Jawa Tengah, 57791;02/03/2021 15.58;3;REG;01/03/2021 21.12
7806;INV-100007806;523;21000;1437700;1307000;75614;Jalan F No. 120, Kel Banjar Agung, Kec Warurejo, Kab Kabupaten Tegal Jawa Tengah, 52183;03/03/2021 12.44;3;REG;02/03/2021 12.30
7808;INV-100007808;4032;105000;1270500;1230000;139840;Jalan F No. 109, Kel Ngargosoko, Kec Kaliangkrik, Kab Kabupaten Magelang Jawa Tengah, 56153;03/03/2021 13.01;6;REG;02/03/2021 07.55
7810;INV-100007810;5996;162000;6552700;6507000;154837;Jalan F No. 121, Kel Dayukidul, Kec Kedungadem, Kab Kabupaten Bojonegoro Jawa Timur, 62195;03/03/2021 14.42;6;REG;02/03/2021 00.07
7812;INV-100007812;3100;84000;1581800;1438000;39817;Jalan E No. 147, Kel Ngemplak Simongan, Kec Semarang Barat, Kab Kota Semarang Jawa Tengah, 50148;03/03/2021 11.52;5;REG;02/03/2021 03.24
7814;INV-100007814;2852;63000;6149000;5590000;1976;Jalan P No. 45, Kel Cihuni, Kec Pasawahan, Kab Kabupaten Purwakarta Jawa Barat, 41172;03/03/2021 10.10;6;REG;02/03/2021 14.36
7816;INV-100007816;3603;84000;1019700;927000;79825;Jalan Z No. 144, Kel Pisangsambo, Kec Tirtajaya, Kab Kabupaten Karawang Jawa Barat, 41357;04/03/2021 14.49;2;REG;03/03/2021 23.27
7818;INV-100007818;1959;54000;6273850;6173500;82254;Jalan I No. 65, Kel Karangharjo, Kec Glenmore, Kab Kabupaten Banyuwangi Jawa Timur, 68466;04/03/2021 12.41;1;REG;03/03/2021 20.39
7820;INV-100007820;1242;42000;3883000;3805000;16297;Jalan D No. 35, Kel Doropayung, Kec Juwana, Kab Kabupaten Pati Jawa Tengah, 59185;04/03/2021 11.40;4;REG;03/03/2021 05.20
7822;INV-100007822;2317;63000;3751000;3575000;43247;Jalan Z No. 131, Kel Kebumen, Kec Pringsurat, Kab Kabupaten Temanggung Jawa Tengah, 56272;04/03/2021 13.17;5;REG;03/03/2021 23.59
7824;INV-100007824;3782;84000;1688500;1585000;96731;Jalan A No. 143, Kel Ujung-Ujung, Kec Pabelan, Kab Kabupaten Semarang Jawa Tengah, 50771;04/03/2021 12.12;6;REG;03/03/2021 09.51
7826;INV-100007826;7923;216000;4004825;3767500;22618;Jalan H No. 78, Kel Tanggulkundung, Kec Besuki, Kab Kabupaten Tulungagung Jawa Timur, 66275;04/03/2021 13.34;2;REG;03/03/2021 18.20
7828;INV-100007828;247;27000;1317800;1198000;162500;Jalan Y No. 107, Kel Balongjeruk (Balung Jeruk), Kec Kunjang, Kab Kabupaten Kediri Jawa Timur, 64156;05/03/2021 14.54;5;REG;04/03/2021 18.55
7830;INV-100007830;320;21000;1963500;1785000;134432;Jalan M No. 129, Kel Kendalrejo, Kec Petarukan, Kab Kabupaten Pemalang Jawa Tengah, 52362;05/03/2021 13.07;2;REG;04/03/2021 15.18
7832;INV-100007832;4302;105000;4468750;4137500;51076;Jalan R No. 43, Kel Hegarmanah, Kec Takokak, Kab Kabupaten Cianjur Jawa Barat, 43265;05/03/2021 16.21;6;REG;04/03/2021 03.38
7834;INV-100007834;3002;108000;3454000;3140000;38180;Jalan I No. 105, Kel Bangsri, Kec Kertosono, Kab Kabupaten Nganjuk Jawa Timur, 64315;05/03/2021 14.14;6;REG;04/03/2021 12.26
7836;INV-100007836;5373;162000;2310000;2100000;165007;Jalan G No. 46, Kel Karangpakis, Kec Purwoasri, Kab Kabupaten Kediri Jawa Timur, 64154;05/03/2021 14.37;1;REG;04/03/2021 17.51
7838;INV-100007838;1505;54000;7298500;6910000;248078;Jalan H No. 42, Kel Sambigede, Kec Sumberpucung, Kab Kabupaten Malang Jawa Timur, 65165;06/03/2021 11.12;5;REG;05/03/2021 18.37
7840;INV-100007840;3642;108000;1079100;1021000;213345;Jalan O No. 101, Kel Trasak, Kec Larangan, Kab Kabupaten Pamekasan Jawa Timur, 69383;06/03/2021 11.29;2;REG;05/03/2021 03.44
7842;INV-100007842;5125;126000;3828000;3480000;237733;Jalan Z No. 145, Kel Sindangjaya, Kec Cikalong, Kab Kabupaten Tasikmalaya Jawa Barat, 46195;06/03/2021 12.35;5;REG;05/03/2021 00.51
7844;INV-100007844;1780;42000;7353500;7050000;21472;Jalan I No. 146, Kel Karangsentul, Kec Padamara, Kab Kabupaten Purbalingga Jawa Tengah, 53372;06/03/2021 09.03;4;REG;05/03/2021 09.54
7846;INV-100007846;4100;105000;2475000;2250000;233930;Jalan L No. 90, Kel Pengabean, Kec Dukuhturi, Kab Kabupaten Tegal Jawa Tengah, 52192;06/03/2021 10.25;3;REG;05/03/2021 15.12
7848;INV-100007848;210;21000;506000;460000;178991;Jalan L No. 92, Kel Gondangwayang, Kec Kedu, Kab Kabupaten Temanggung Jawa Tengah, 56252;06/03/2021 09.42;6;REG;05/03/2021 03.50
7850;INV-100007850;267;27000;3225750;3257500;86193;Jalan V No. 143, Kel Dukuhtunggal, Kec Glagah, Kab Kabupaten Lamongan Jawa Timur, 62292;06/03/2021 14.27;4;REG;05/03/2021 17.18
7852;INV-100007852;1199;42000;1870000;1700000;157940;Jalan W No. 33, Kel Penyangkringan, Kec Weleri, Kab Kabupaten Kendal Jawa Tengah, 51355;07/03/2021 10.16;3;REG;06/03/2021 20.56
7854;INV-100007854;2455;63000;1221000;1200000;46748;Jalan A No. 116, Kel Medono, Kec Bener, Kab Kabupaten Purworejo Jawa Tengah, 54183;07/03/2021 12.29;3;REG;06/03/2021 09.23
7856;INV-100007856;500;21000;5142500;4950000;192402;Jalan V No. 93, Kel Surojoyo, Kec Sapuran, Kab Kabupaten Wonosobo Jawa Tengah, 56373;07/03/2021 14.14;6;REG;06/03/2021 10.48
7858;INV-100007858;155;21000;354750;345000;95293;Jalan Y No. 66, Kel Karangduren, Kec Tengaran, Kab Kabupaten Semarang Jawa Tengah, 50775;07/03/2021 14.10;2;REG;06/03/2021 20.54
7860;INV-100007860;2317;63000;452375;412500;162064;Jalan R No. 44, Kel Jatiwangi, Kec Jatiwangi, Kab Kabupaten Majalengka Jawa Barat, 45454;07/03/2021 15.28;5;REG;06/03/2021 12.48
7862;INV-100007862;5235;126000;3212000;3010000;7481;Jalan W No. 130, Kel Mulyajaya, Kec Banjarwangi, Kab Kabupaten Garut Jawa Barat, 44172;07/03/2021 10.10;6;REG;06/03/2021 20.19
7864;INV-100007864;4517;135000;1112375;1012500;242440;Jalan Z No. 94, Kel Bayemgede, Kec Kepoh Baru, Kab Kabupaten Bojonegoro Jawa Timur, 62194;09/03/2021 12.24;2;REG;08/03/2021 18.08
7866;INV-100007866;1075;54000;506000;460000;156875;Jalan C No. 87, Kel Jambangan, Kec Kawedanan, Kab Kabupaten Magetan Jawa Timur, 63382;09/03/2021 13.55;4;REG;08/03/2021 08.55
7868;INV-100007868;277;21000;2494250;2275000;12232;Jalan Z No. 26, Kel Jenengan, Kec Klambu, Kab Kabupaten Grobogan Jawa Tengah, 58154;09/03/2021 14.43;3;REG;08/03/2021 05.13
7870;INV-100007870;1680;42000;5269000;4790000;181183;Jalan N No. 86, Kel Sidomukti, Kec Jaken, Kab Kabupaten Pati Jawa Tengah, 59184;09/03/2021 15.11;6;REG;08/03/2021 09.58
7872;INV-100007872;5150;162000;1276000;1160000;31324;Jalan E No. 90, Kel Bangilan, Kec Bangilan, Kab Kabupaten Tuban Jawa Timur, 62364;10/03/2021 09.08;1;REG;09/03/2021 10.25
7874;INV-100007874;274;27000;1112650;1011500;172731;Jalan I No. 127, Kel Kacangan, Kec Tambakrejo, Kab Kabupaten Bojonegoro Jawa Timur, 62166;10/03/2021 09.16;3;REG;09/03/2021 15.24
7876;INV-100007876;479;27000;338250;315000;238241;Jalan W No. 108, Kel Mlideg, Kec Kedungadem, Kab Kabupaten Bojonegoro Jawa Timur, 62195;10/03/2021 14.27;6;REG;09/03/2021 01.58
7878;INV-100007878;750;21000;2948000;2880000;199301;Jalan Q No. 106, Kel Peundeuy, Kec Peundeuy, Kab Kabupaten Garut Jawa Barat, 44178;10/03/2021 10.05;2;REG;09/03/2021 17.33
7880;INV-100007880;5530;162000;2491500;2265000;32454;Jalan V No. 106, Kel Manukan, Kec Gayam, Kab Kabupaten Bojonegoro Jawa Timur, 62152;10/03/2021 16.55;3;REG;09/03/2021 14.46
7882;INV-100007882;1215;42000;4328775;4012500;140462;Jalan J No. 83, Kel Kalibuaya, Kec Talagasari, Kab Kabupaten Karawang Jawa Barat, 41381;11/03/2021 11.48;5;REG;10/03/2021 05.35
7884;INV-100007884;280;27000;660000;600000;125223;Jalan U No. 120, Kel Kedungmaling, Kec Sooko, Kab Kabupaten Mojokerto Jawa Timur, 61361;11/03/2021 12.20;5;REG;10/03/2021 11.59
7886;INV-100007886;1932;42000;5255250;5305000;23051;Jalan W No. 145, Kel Kaliloka, Kec Sirampog, Kab Kabupaten Brebes Jawa Tengah, 52272;11/03/2021 11.55;6;REG;10/03/2021 04.59
7888;INV-100007888;5030;126000;5923500;5610000;123107;Jalan L No. 91, Kel Pulosari, Kec Brebes, Kab Kabupaten Brebes Jawa Tengah, 52213;11/03/2021 12.14;4;REG;10/03/2021 19.48
7890;INV-100007890;462;15000;2343000;2295000;71191;Jalan T No. 78, Kel Margaluyu, Kec Kasemen, Kab Kota Serang Banten, 42191;11/03/2021 13.00;5;REG;10/03/2021 05.26
7892;INV-100007892;5240;126000;4785000;4800000;68009;Jalan F No. 28, Kel Sumberagung, Kec Weleri, Kab Kabupaten Kendal Jawa Tengah, 51355;11/03/2021 11.45;1;REG;10/03/2021 20.53
7894;INV-100007894;2339;81000;248050;225500;248484;Jalan C No. 111, Kel Pagerluyung, Kec Gedeg, Kab Kabupaten Mojokerto Jawa Timur, 61351;11/03/2021 09.20;4;REG;10/03/2021 23.27
7896;INV-100007896;1020;42000;3415500;3430000;102084;Jalan M No. 94, Kel Kedunghalang, Kec Bogor Utara - Kota, Kab Kota Bogor Jawa Barat, 16158;12/03/2021 16.50;4;REG;11/03/2021 15.57
7898;INV-100007898;944;15000;1199000;1090000;78178;Jalan Q No. 75, Kel Cipadu Jaya, Kec Larangan, Kab Kota Tangerang Banten, 15155;12/03/2021 13.19;3;REG;11/03/2021 18.43
7900;INV-100007900;568;21000;590150;559000;173258;Jalan Y No. 103, Kel Jeruksawit, Kec Gondangrejo, Kab Kabupaten Karanganyar Jawa Tengah, 57188;12/03/2021 11.55;3;REG;11/03/2021 23.35
7902;INV-100007902;1085;42000;3267000;2970000;118933;Jalan L No. 116, Kel Cledok, Kec Kaliwiro, Kab Kabupaten Wonosobo Jawa Tengah, 56364;12/03/2021 16.23;2;REG;11/03/2021 09.53
7904;INV-100007904;1880;54000;8236250;7525000;7597;Jalan T No. 89, Kel Sentul, Kec Sumbersuko, Kab Kabupaten Lumajang Jawa Timur, 67316;12/03/2021 15.30;3;REG;11/03/2021 15.54
7906;INV-100007906;1030;42000;3588750;3625000;90804;Jalan I No. 40, Kel Palebon, Kec Pedurungan, Kab Kota Semarang Jawa Tengah, 50246;13/03/2021 11.41;5;REG;12/03/2021 18.06
7908;INV-100007908;5217;90000;7708250;7007500;55017;Jalan C No. 124, Kel Ciwarna, Kec Mancak, Kab Kabupaten Serang Banten, 42165;13/03/2021 15.10;1;REG;12/03/2021 17.00
7910;INV-100007910;670;21000;2293500;2085000;7616;Jalan V No. 122, Kel Bantarbolang, Kec Bantarbolang, Kab Kabupaten Pemalang Jawa Tengah, 52352;13/03/2021 14.08;1;REG;12/03/2021 05.09
7912;INV-100007912;103;21000;279400;254000;186580;Jalan P No. 100, Kel Setiawargi, Kec Tamansari, Kab Kota Tasikmalaya Jawa Barat, 46196;13/03/2021 09.11;2;REG;12/03/2021 20.13
7914;INV-100007914;5100;126000;6545000;5950000;230335;Jalan V No. 104, Kel Kaliwlingi, Kec Brebes, Kab Kabupaten Brebes Jawa Tengah, 52219;13/03/2021 13.09;4;REG;12/03/2021 04.11
7916;INV-100007916;782;27000;3861000;3835000;133732;Jalan Y No. 124, Kel Slamet, Kec Tumpang, Kab Kabupaten Malang Jawa Timur, 65156;13/03/2021 10.47;2;REG;12/03/2021 01.32
7918;INV-100007918;423;15000;1348325;1227500;247315;Jalan P No. 121, Kel Cibitung, Kec Munjul, Kab Kabupaten Pandeglang Banten, 42276;13/03/2021 11.07;4;REG;12/03/2021 06.14
7920;INV-100007920;6084;147000;4364250;4045000;7691;Jalan D No. 121, Kel Pagerpelah, Kec Karangkobar, Kab Kabupaten Banjarnegara Jawa Tengah, 53453;14/03/2021 09.04;1;REG;13/03/2021 22.27
7922;INV-100007922;3117;84000;2706000;2550000;155186;Jalan F No. 29, Kel Lampuyang, Kec Talaga, Kab Kabupaten Majalengka Jawa Barat, 45463;14/03/2021 13.07;1;REG;13/03/2021 16.12
7924;INV-100007924;5503;162000;1472900;1339000;246026;Jalan W No. 73, Kel Sembung, Kec Sukorame, Kab Kabupaten Lamongan Jawa Timur, 62276;14/03/2021 12.46;6;REG;13/03/2021 14.13
7926;INV-100007926;3332;108000;3525500;3470000;59990;Jalan R No. 118, Kel Tangkil, Kec Wlingi, Kab Kabupaten Blitar Jawa Timur, 66184;14/03/2021 09.53;5;REG;13/03/2021 22.19
7928;INV-100007928;1652;54000;2013000;1975000;115751;Jalan L No. 31, Kel Plosokerep, Kec Sumobito, Kab Kabupaten Jombang Jawa Timur, 61483;14/03/2021 10.27;2;REG;13/03/2021 08.41
7930;INV-100007930;2380;63000;3866500;3590000;91652;Jalan O No. 37, Kel Sadangkulon, Kec Sadang, Kab Kabupaten Kebumen Jawa Tengah, 54353;14/03/2021 14.55;3;REG;13/03/2021 02.13
7932;INV-100007932;800;21000;2926000;2660000;265145;Jalan D No. 42, Kel Pasawahan, Kec Takokak, Kab Kabupaten Cianjur Jawa Barat, 43265;16/03/2021 16.20;2;REG;15/03/2021 11.16
7934;INV-100007934;800;27000;1936000;1840000;212026;Jalan H No. 44, Kel Kauman, Kec Tulungagung, Kab Kabupaten Tulungagung Jawa Timur, 66219;16/03/2021 11.51;4;REG;15/03/2021 14.52
7936;INV-100007936;3502;84000;3814250;3675000;28491;Jalan R No. 67, Kel Panyadap, Kec Solokan Jeruk, Kab Kabupaten Bandung Jawa Barat, 40376;16/03/2021 15.13;6;REG;15/03/2021 02.11
7938;INV-100007938;1200;42000;2860000;2600000;83285;Jalan N No. 31, Kel Giriwondo, Kec Jumapolo, Kab Kabupaten Karanganyar Jawa Tengah, 57783;16/03/2021 15.10;2;REG;15/03/2021 09.54
7940;INV-100007940;3647;108000;1017500;1000000;158569;Jalan H No. 143, Kel Wonokerto, Kec Kedunggalar, Kab Kabupaten Ngawi Jawa Timur, 63254;16/03/2021 13.20;4;REG;15/03/2021 22.49
7942;INV-100007942;823;27000;1131075;1142500;107022;Jalan V No. 143, Kel Doyomulyo, Kec Kembangbahu, Kab Kabupaten Lamongan Jawa Timur, 62282;16/03/2021 13.10;1;REG;15/03/2021 04.27
7944;INV-100007944;2545;63000;7815500;7260000;128093;Jalan O No. 90, Kel Kalikalong, Kec Tayu, Kab Kabupaten Pati Jawa Tengah, 59155;17/03/2021 15.36;3;REG;16/03/2021 02.49
7946;INV-100007946;3200;60000;880000;850000;258254;Jalan H No. 79, Kel Kilasah, Kec Kasemen, Kab Kota Serang Banten, 42191;17/03/2021 14.20;2;REG;16/03/2021 19.14
7948;INV-100007948;187;27000;410850;373500;189881;Jalan Y No. 33, Kel Tlogo, Kec Kanigoro, Kab Kabupaten Blitar Jawa Timur, 66171;17/03/2021 16.38;2;REG;16/03/2021 15.29
7950;INV-100007950;4852;135000;4931850;4483500;63562;Jalan G No. 99, Kel Jajag, Kec Gambiran, Kab Kabupaten Banyuwangi Jawa Timur, 68486;17/03/2021 13.31;2;REG;16/03/2021 01.09
7952;INV-100007952;602;21000;2176900;1979000;14900;Jalan P No. 97, Kel Banjaranyar, Kec Randudongkal, Kab Kabupaten Pemalang Jawa Tengah, 52353;17/03/2021 14.57;6;REG;16/03/2021 03.08
7954;INV-100007954;4497;105000;5937250;5397500;74364;Jalan W No. 111, Kel Madusari, Kec Wanareja, Kab Kabupaten Cilacap Jawa Tengah, 53265;18/03/2021 14.53;4;REG;17/03/2021 20.04
7956;INV-100007956;1402;42000;2483800;2265500;116299;Jalan F No. 42, Kel Candimulyo, Kec Kebumen, Kab Kabupaten Kebumen Jawa Tengah, 54317;18/03/2021 14.37;5;REG;17/03/2021 21.42
7958;INV-100007958;3970;84000;6897000;6670000;155387;Jalan G No. 103, Kel Karangwangun, Kec Babakan, Kab Kabupaten Cirebon Jawa Barat, 45191;18/03/2021 09.40;5;REG;17/03/2021 17.11
7960;INV-100007960;415;15000;3322000;3295000;124549;Jalan A No. 88, Kel Sukalaksana, Kec Curug, Kab Kota Serang Banten, 42171;18/03/2021 10.33;6;REG;17/03/2021 06.38
7962;INV-100007962;967;21000;1438250;1307500;236844;Jalan Q No. 87, Kel Bongkot, Kec Purwodadi, Kab Kabupaten Purworejo Jawa Tengah, 54173;18/03/2021 11.04;6;REG;17/03/2021 10.01
7964;INV-100007964;6000;126000;5816250;5875000;246735;Jalan A No. 114, Kel Luwung Gede, Kec Tanjung, Kab Kabupaten Brebes Jawa Tengah, 52254;18/03/2021 12.01;2;REG;17/03/2021 03.31
7966;INV-100007966;4037;105000;979000;890000;3351;Jalan Q No. 96, Kel Kabuaran, Kec Prembun, Kab Kabupaten Kebumen Jawa Tengah, 54394;18/03/2021 16.33;4;REG;17/03/2021 21.35
7968;INV-100007968;2373;63000;3080000;2800000;217840;Jalan H No. 94, Kel Cibatu, Kec Cisaat, Kab Kabupaten Sukabumi Jawa Barat, 43152;19/03/2021 15.37;3;REG;18/03/2021 13.21
7970;INV-100007970;1037;42000;2227500;2210000;252757;Jalan E No. 147, Kel Ngemplak Simongan, Kec Semarang Barat, Kab Kota Semarang Jawa Tengah, 50148;19/03/2021 12.56;6;REG;18/03/2021 15.00
7972;INV-100007972;1600;42000;4598000;4220000;103387;Jalan D No. 115, Kel Mayak, Kec Cibeber, Kab Kabupaten Cianjur Jawa Barat, 43262;19/03/2021 12.36;5;REG;18/03/2021 01.49
7974;INV-100007974;2370;63000;539000;490000;209646;Jalan C No. 68, Kel Nanggerang, Kec Cicurug, Kab Kabupaten Sukabumi Jawa Barat, 43359;19/03/2021 11.35;1;REG;18/03/2021 12.17
7976;INV-100007976;850;27000;5720000;5200000;240740;Jalan H No. 98, Kel Kauman, Kec Kauman, Kab Kabupaten Tulungagung Jawa Timur, 66261;19/03/2021 10.12;1;REG;18/03/2021 18.45
7978;INV-100007978;2202;63000;5560500;5330000;64629;Jalan B No. 127, Kel Cimara, Kec Cisarua, Kab Kabupaten Sumedang Jawa Barat, 45355;20/03/2021 15.41;1;REG;19/03/2021 15.22
7980;INV-100007980;3323;60000;7304825;6967500;62815;Jalan U No. 126, Kel Kadubale, Kec Banjar, Kab Kabupaten Pandeglang Banten, 42252;20/03/2021 13.47;2;REG;19/03/2021 18.52
7982;INV-100007982;1422;54000;4078250;4055000;14161;Jalan I No. 145, Kel Ngantru, Kec Ngasem, Kab Kabupaten Bojonegoro Jawa Timur, 62154;20/03/2021 12.53;5;REG;19/03/2021 16.18
7984;INV-100007984;617;21000;2872375;2612500;206128;Jalan W No. 34, Kel Pengalusan, Kec Mrebet, Kab Kabupaten Purbalingga Jawa Tengah, 53352;20/03/2021 09.05;5;REG;19/03/2021 08.56
7986;INV-100007986;2176;81000;3778500;3620000;168778;Jalan L No. 106, Kel Balowerti, Kec Kediri Kota, Kab Kota Kediri Jawa Timur, 64129;20/03/2021 16.16;2;REG;19/03/2021 11.51
7988;INV-100007988;2980;81000;4059000;3740000;254844;Jalan P No. 46, Kel Potoan Laok, Kec Palenga'an, Kab Kabupaten Pamekasan Jawa Timur, 69362;20/03/2021 13.23;3;REG;19/03/2021 05.49
7990;INV-100007990;5273;162000;2596000;2485000;52849;Jalan B No. 137, Kel Gunggung, Kec Batuan, Kab Kabupaten Sumenep Jawa Timur, 69451;20/03/2021 14.20;1;REG;19/03/2021 17.20
7992;INV-100007992;6177;147000;4833400;4394000;254475;Jalan U No. 147, Kel Sarirejo, Kec Gajah, Kab Kabupaten Demak Jawa Tengah, 59581;20/03/2021 10.15;2;REG;19/03/2021 10.32
7994;INV-100007994;917;15000;390500;355000;65241;Jalan U No. 132, Kel Wargasara, Kec Tirtayasa, Kab Kabupaten Serang Banten, 42193;21/03/2021 14.37;4;REG;20/03/2021 12.16
7996;INV-100007996;1360;54000;7507500;7200000;185476;Jalan N No. 86, Kel Manjung, Kec Montong, Kab Kabupaten Tuban Jawa Timur, 62357;21/03/2021 12.04;3;REG;20/03/2021 16.01
7998;INV-100007998;1277;42000;1626900;1479000;80892;Jalan A No. 91, Kel Ponowaren, Kec Tawangsari, Kab Kabupaten Sukoharjo Jawa Tengah, 57561;21/03/2021 12.29;3;REG;20/03/2021 11.57
8000;INV-100008000;955;21000;1782000;1620000;110941;Jalan A No. 76, Kel Brecek, Kec Kaligondang, Kab Kabupaten Purbalingga Jawa Tengah, 53391;21/03/2021 11.41;1;REG;20/03/2021 18.17
8002;INV-100008002;1030;42000;3984750;4025000;106676;Jalan F No. 109, Kel Sirnajaya, Kec Pasirwangi, Kab Kabupaten Garut Jawa Barat, 44161;21/03/2021 11.17;1;REG;20/03/2021 23.48
